ies,siglies,orgacad,catadm,curso,area,modalidade,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
203,USJT,Universidade,Privada com fins lucrativos,5498,2,Educação Presencial,3550308,432,417,3.034719977,337,0.808153477,0.124725745,3.457661059,4,2018
206,UNIÍTALO,Centro Universitário,Privada sem fins lucrativos,5567,1,Educação Presencial,3550308,241,202,1.773269802,78,0.386138614,-0.323020195,2.989306262,4,2018
206,UNIÍTALO,Centro Universitário,Privada sem fins lucrativos,5568,22,Educação Presencial,3550308,104,88,1.22938855,34,0.386363636,-0.64319117,2.718038142,3,2018
207,CUML,Centro Universitário,Privada sem fins lucrativos,5575,13,Educação Presencial,3543402,15,15,1.889398102,11,0.733333333,-1.562757822,2.694396831,3,2018
207,CUML,Centro Universitário,Privada sem fins lucrativos,5576,22,Educação Presencial,3543402,85,80,2.514044652,50,0.625,0.404958009,2.912497085,3,2018
207,CUML,Centro Universitário,Privada sem fins lucrativos,5577,1,Educação Presencial,3543402,71,69,3.036316693,55,0.797101449,0.617342313,2.999526855,4,2018
208,UNAERP,Universidade,Privada sem fins lucrativos,5613,38,Educação Presencial,3543402,27,27,3.355605984,21,0.777777778,0.396779092,3.554036645,4,2018
208,UNAERP,Universidade,Privada sem fins lucrativos,5615,2,Educação Presencial,3543402,220,206,3.243287951,148,0.718446602,-0.022900864,3.299363121,4,2018
1854,CLARETIANORC,Faculdade,Privada sem fins lucrativos,5668,22,Educação Presencial,3543907,37,33,3.029920171,24,0.727272727,0.734737776,2.739150368,3,2018
2183,CUFSA,Centro Universitário,Especial,5691,13,Educação Presencial,3547809,65,43,1.602184233,31,0.720930233,-0.162189291,1.911178208,2,2018
2183,CUFSA,Centro Universitário,Especial,5692,22,Educação Presencial,3547809,101,82,1.657447252,44,0.536585366,0.307354929,1.991585492,3,2018
2183,CUFSA,Centro Universitário,Especial,5693,1,Educação Presencial,3547809,255,190,2.066682243,140,0.736842105,-0.260119243,2.150476622,3,2018
213,FECAP,Centro Universitário,Privada sem fins lucrativos,5717,13,Educação Presencial,3550308,70,63,3.880731984,38,0.603174603,2.246066927,3.59823292,4,2018
213,FECAP,Centro Universitário,Privada sem fins lucrativos,5718,22,Educação Presencial,3550308,200,186,4.780816794,115,0.61827957,1.013392553,3.428674275,4,2018
