area,nomarea,ies,nomies,ca,curso,N,enade,ce,ano
1,ADMINISTRAÇÃO,2132,CENTRO UNIVERSITÁRIO UNINORTE,Privada com fins lucrativos,56482,40,2.323963202,3,2018
22,CIÊNCIAS CONTÁBEIS,2132,CENTRO UNIVERSITÁRIO UNINORTE,Privada com fins lucrativos,56489,74,1.510110954,2,2018
22,CIÊNCIAS CONTÁBEIS,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,Privada com fins lucrativos,56596,10,3.008473081,4,2018
13,CIÊNCIAS ECONÔMICAS,2554,FACULDADE DE EDUCAÇÃO SANTA TEREZINHA,Privada com fins lucrativos,56598,16,0.830530165,1,2018
1,ADMINISTRAÇÃO,1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,Privada sem fins lucrativos,56708,23,3.60588811,4,2018
2,DIREITO,2041,FACULDADE SUDAMÉRICA,Privada sem fins lucrativos,56716,28,1.291014919,2,2018
2,DIREITO,2131,FACULDADE DE SÃO BERNARDO DO CAMPO,Privada com fins lucrativos,56718,193,1.026379399,2,2018
18,PSICOLOGIA,1244,FACULDADE BRASILEIRA,Privada com fins lucrativos,56720,51,3.537304813,4,2018
2,DIREITO,2582,FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ,Privada sem fins lucrativos,56746,34,2.447410697,3,2018
2,DIREITO,985,FACULDADE EVANGÉLICA DE RUBIATABA,Privada sem fins lucrativos,56748,118,1.41818316,2,2018
2,DIREITO,1313,FACULDADE DE SUZANO,Privada com fins lucrativos,56750,95,1.608462794,2,2018
1,ADMINISTRAÇÃO,1396,Centro Universitário Dinâmica das Cataratas,Privada com fins lucrativos,56802,24,2.690996513,3,2018
13,CIÊNCIAS ECONÔMICAS,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,Privada com fins lucrativos,56998,15,0.0,1,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1092,FACULDADES INTEGRADAS DE BAURU,Privada com fins lucrativos,57000,23,3.394096629,4,2018
101,TEOLOGIA,2098,FACULDADE EXCELÊNCIA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,57004,4,0.436465185,1,2018
81,RELAÇÕES INTERNACIONAIS,1439,FACULDADE DE CIÊNCIAS ECONÔMICAS,Privada com fins lucrativos,57016,114,2.828946445,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1439,FACULDADE DE CIÊNCIAS ECONÔMICAS,Privada com fins lucrativos,57018,41,2.648569042,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1509,Centro Universitário Estácio de Belo Horizonte - Estácio BH,Privada com fins lucrativos,57044,39,3.350690955,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1986,CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA,Privada com fins lucrativos,57046,5,0.842241116,1,2018
87,TECNOLOGIA EM GESTÃO FINANCEIRA,5668,FACULDADE ANHANGUERA DE JOINVILLE,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,57048,4,2.238571404,3,2018
84,TECNOLOGIA EM MARKETING,2783,FACULDADE DE TECNOLOGIA DO NORDESTE,Privada com fins lucrativos,57052,16,2.20134845,3,2018
1,ADMINISTRAÇÃO,891,FACULDADE  PITÁGORAS,Privada com fins lucrativos,57074,105,3.047294611,4,2018
