area,nomarea,ies,nomies,ca,curso,N,enade,ce,ano
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,12338,FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA,Privada sem fins lucrativos,1190135,13,3.178590837,4,2018
94,TECNOLOGIA EM LOGÍSTICA,298,UNIVERSIDADE PITÁGORAS UNOPAR,Privada com fins lucrativos,1190158,243,1.747097963,2,2018
22,CIÊNCIAS CONTÁBEIS,298,UNIVERSIDADE PITÁGORAS UNOPAR,Privada com fins lucrativos,1190186,23,0.858907569,1,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,715,FAE CENTRO UNIVERSITÁRIO,Privada sem fins lucrativos,1190192,22,2.878905265,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1294,Centro Universitário das Américas,Privada com fins lucrativos,1190204,33,2.86438981,3,2018
94,TECNOLOGIA EM LOGÍSTICA,1294,Centro Universitário das Américas,Privada com fins lucrativos,1190205,27,1.694023216,2,2018
1,ADMINISTRAÇÃO,1965,FACULDADE DE TECNOLOGIA DE ALAGOAS,Privada sem fins lucrativos,1190424,37,1.769800201,2,2018
18,PSICOLOGIA,1978,FACULDADE METROPOLITANA DA GRANDE FORTALEZA,Privada com fins lucrativos,1190430,52,2.630511677,3,2018
94,TECNOLOGIA EM LOGÍSTICA,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,Privada sem fins lucrativos,1190435,13,2.138782334,3,2018
1,ADMINISTRAÇÃO,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",Pessoa Jurídica de Direito Público - Federal,1190445,55,2.754001105,3,2018
38,SERVIÇO SOCIAL,1434,Centro Universitário de Itapira,Privada com fins lucrativos,1190561,9,2.250349234,3,2018
83,TECNOLOGIA EM DESIGN DE MODA,601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",Pessoa Jurídica de Direito Público - Federal,1190580,15,3.611464585,4,2018
38,SERVIÇO SOCIAL,2168,FACULDADE CAMPO GRANDE,Privada com fins lucrativos,1190587,1,,SC,2018
22,CIÊNCIAS CONTÁBEIS,160,FACULDADE FRASSINETTI DO RECIFE,Privada sem fins lucrativos,1190949,58,2.356287983,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,160,FACULDADE FRASSINETTI DO RECIFE,Privada sem fins lucrativos,1190950,42,2.110916885,3,2018
1,ADMINISTRAÇÃO,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",Pessoa Jurídica de Direito Público - Federal,1191027,34,3.979005447,5,2018
29,TURISMO,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",Pessoa Jurídica de Direito Público - Federal,1191218,25,1.682842591,2,2018
1,ADMINISTRAÇÃO,4098,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",Pessoa Jurídica de Direito Público - Federal,1191291,17,3.784171945,4,2018
94,TECNOLOGIA EM LOGÍSTICA,2410,FACULDADE CEARENSE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1191344,39,2.616843968,3,2018
88,TECNOLOGIA EM GASTRONOMIA,3692,FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS,Privada sem fins lucrativos,1191548,21,0.65106548,1,2018
81,RELAÇÕES INTERNACIONAIS,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,Privada sem fins lucrativos,1191653,39,2.721846455,3,2018
38,SERVIÇO SOCIAL,953,UNIVERSIDADE METROPOLITANA DE SANTOS,Privada sem fins lucrativos,1191655,111,0.911587652,1,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,Pessoa Jurídica de Direito Público - Federal,1191700,8,1.958213394,3,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,383,UNIVERSIDADE DA AMAZÔNIA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1191849,55,2.890838729,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,383,UNIVERSIDADE DA AMAZÔNIA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1191852,58,2.45127517,3,2018
88,TECNOLOGIA EM GASTRONOMIA,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1192192,21,2.969934406,4,2018
94,TECNOLOGIA EM LOGÍSTICA,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,Privada sem fins lucrativos,1192227,3,3.834649035,4,2018
1,ADMINISTRAÇÃO,1734,Faculdade Integral Diferencial Wyden,Privada com fins lucrativos,1192239,23,2.832076273,3,2018
88,TECNOLOGIA EM GASTRONOMIA,1084,FACULDADE CENECISTA DE BENTO GONÇALVES,Privada sem fins lucrativos,1192408,2,3.47107277,4,2018
100,ADMINISTRAÇÃO PÚBLICA,15497,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,Pessoa Jurídica de Direito Público - Federal,1192453,94,1.419249738,2,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,631,FACULDADE CNEC FARROUPILHA,Privada sem fins lucrativos,1192717,7,2.527211877,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,631,FACULDADE CNEC FARROUPILHA,Privada sem fins lucrativos,1192718,7,2.428426222,3,2018
1,ADMINISTRAÇÃO,3680,FACULDADE PADRE DOURADO FORTALEZA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1192751,18,2.237378841,3,2018
94,TECNOLOGIA EM LOGÍSTICA,17816,FACULDADE UNINASSAU FEIRA DE SANTANA,Privada com fins lucrativos,1192919,22,2.444532065,3,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,396,Centro Universitário Ruy Barbosa Wyden,Privada com fins lucrativos,1193058,36,2.145059011,3,2018
22,CIÊNCIAS CONTÁBEIS,1772,Centro Universitário Fanor Wyden,Privada com fins lucrativos,1193394,53,2.436995841,3,2018
88,TECNOLOGIA EM GASTRONOMIA,2123,CENTRO UNIVERSITÁRIO MAX PLANCK,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,1193646,18,3.725351759,4,2018
84,TECNOLOGIA EM MARKETING,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1194068,37,3.291083053,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,1199208,44,3.998507176,5,2018
84,TECNOLOGIA EM MARKETING,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,1199210,11,3.02407179,4,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,1199211,37,2.163887168,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,1199212,50,2.873835262,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,4362,FACULDADE PITÁGORAS DE BETIM,Privada com fins lucrativos,1199589,15,2.684834578,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,13663,FACULDADE ISEIB DE BETIM,Privada com fins lucrativos,1199648,3,2.123194591,3,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,2184,FACULDADE CNEC GRAVATAÍ,Privada sem fins lucrativos,1199661,2,0.154773633,1,2018
94,TECNOLOGIA EM LOGÍSTICA,2184,FACULDADE CNEC GRAVATAÍ,Privada sem fins lucrativos,1200060,1,,SC,2018
22,CIÊNCIAS CONTÁBEIS,1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,Privada com fins lucrativos,1200353,14,2.139946033,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,555,UNIVERSIDADE DE FORTALEZA,Privada sem fins lucrativos,1200434,8,2.774178744,3,2018
94,TECNOLOGIA EM LOGÍSTICA,802,CENTRO UNIVERSITÁRIO UNICARIOCA,Privada sem fins lucrativos,1200667,16,3.933008881,4,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,555,UNIVERSIDADE DE FORTALEZA,Privada sem fins lucrativos,1200670,12,4.424811121,5,2018
1,ADMINISTRAÇÃO,4135,FACULDADE UNINASSAU MANAUS,Privada com fins lucrativos,1200672,16,1.437174842,2,2018
38,SERVIÇO SOCIAL,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,Privada com fins lucrativos,1202388,68,2.552633879,3,2018
84,TECNOLOGIA EM MARKETING,4135,FACULDADE UNINASSAU MANAUS,Privada com fins lucrativos,1202532,9,2.46714268,3,2018
1,ADMINISTRAÇÃO,1541,FACULDADE FLAMINGO,Privada com fins lucrativos,1202555,74,1.484522864,2,2018
22,CIÊNCIAS CONTÁBEIS,1541,FACULDADE FLAMINGO,Privada com fins lucrativos,1202556,82,1.198790581,2,2018
94,TECNOLOGIA EM LOGÍSTICA,4135,FACULDADE UNINASSAU MANAUS,Privada com fins lucrativos,1202557,40,2.184912165,3,2018
94,TECNOLOGIA EM LOGÍSTICA,4097,FACULDADE DE TECNOLOGIA FTEC,Privada com fins lucrativos,1202780,0,,SC,2018
38,SERVIÇO SOCIAL,1640,CENTRO UNIVERSITÁRIO UNICENTRO AGES,Privada com fins lucrativos,1203175,14,2.763945345,3,2018
100,ADMINISTRAÇÃO PÚBLICA,569,UNIVERSIDADE FEDERAL DO PARÁ,Pessoa Jurídica de Direito Público - Federal,1203245,0,,SC,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,5403,CENTRO UNIVERSITÁRIO OPET,Privada com fins lucrativos,1203250,8,2.720126143,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,5403,CENTRO UNIVERSITÁRIO OPET,Privada com fins lucrativos,1203257,16,3.274588197,4,2018
100,ADMINISTRAÇÃO PÚBLICA,579,UNIVERSIDADE FEDERAL DA PARAÍBA,Pessoa Jurídica de Direito Público - Federal,1203263,7,2.678121821,3,2018
81,RELAÇÕES INTERNACIONAIS,150,UNIVERSIDADE DE SOROCABA,Privada sem fins lucrativos,1203321,6,2.222935836,3,2018
26,DESIGN,349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,Privada com fins lucrativos,1203328,38,2.483036101,3,2018
83,TECNOLOGIA EM DESIGN DE MODA,1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,Privada com fins lucrativos,1203329,7,1.675284573,2,2018
103,TECNOLOGIA EM DESIGN DE INTERIORES,1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,Privada com fins lucrativos,1203330,10,2.044740235,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,Privada com fins lucrativos,1203332,13,2.546264555,3,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,23,UNIVERSIDADE FEEVALE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1203336,7,3.1074756,4,2018
22,CIÊNCIAS CONTÁBEIS,384,CENTRO UNIVERSITÁRIO DE ANÁPOLIS,Privada sem fins lucrativos,1203394,64,2.019050758,3,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,4096,FACULDADE DE TECNOLOGIA FTEC,Privada com fins lucrativos,1203416,4,2.556037961,3,2018
94,TECNOLOGIA EM LOGÍSTICA,1900,FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ,Privada sem fins lucrativos,1203636,14,2.89745573,3,2018
38,SERVIÇO SOCIAL,2189,FACULDADE DO MARANHÃO,Privada com fins lucrativos,1203638,91,2.886022064,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,926,CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1203644,5,1.218467512,2,2018
22,CIÊNCIAS CONTÁBEIS,663,UNIVERSIDADE SALGADO DE OLIVEIRA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1203762,23,2.292998031,3,2018
88,TECNOLOGIA EM GASTRONOMIA,14403,FACULDADE CESUMAR,Privada com fins lucrativos,1204000,29,3.869228004,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,14403,FACULDADE CESUMAR,Privada com fins lucrativos,1204005,19,3.341226495,4,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,14403,FACULDADE CESUMAR,Privada com fins lucrativos,1204006,13,3.187629138,4,2018
22,CIÊNCIAS CONTÁBEIS,3680,FACULDADE PADRE DOURADO FORTALEZA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204017,16,1.66665656,2,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,4785,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,Pessoa Jurídica de Direito Público - Federal,1204018,27,2.67151067,3,2018
22,CIÊNCIAS CONTÁBEIS,5369,FACULDADES INTEGRADAS ASMEC,Privada com fins lucrativos,1204134,4,2.859640578,3,2018
1,ADMINISTRAÇÃO,1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,Privada com fins lucrativos,1204147,21,1.843701531,2,2018
105,TECNOLOGIA EM GESTÃO DA QUALIDADE,12523,FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA DE BENTO CONÇALVES,Privada com fins lucrativos,1204157,1,,SC,2018
94,TECNOLOGIA EM LOGÍSTICA,12523,FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA DE BENTO CONÇALVES,Privada com fins lucrativos,1204159,2,3.894153206,4,2018
84,TECNOLOGIA EM MARKETING,14717,FACULDADE UNINASSAU CARUARU,Privada com fins lucrativos,1204169,16,2.177759297,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,319,UNIVERSIDADE BRASIL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204216,3,1.539883677,2,2018
100,ADMINISTRAÇÃO PÚBLICA,4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,Pessoa Jurídica de Direito Público - Federal,1204217,42,0.585216626,1,2018
22,CIÊNCIAS CONTÁBEIS,3294,Centro Universitário Eniac,Privada com fins lucrativos,1204242,64,1.798219158,2,2018
1,ADMINISTRAÇÃO,3308,FACULDADE DE TECNOLOGIA TERMOMECÂNICA,Privada sem fins lucrativos,1204316,65,4.808888532,5,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,663,UNIVERSIDADE SALGADO DE OLIVEIRA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204336,9,1.678620628,2,2018
22,CIÊNCIAS CONTÁBEIS,165,UNIVERSIDADE VEIGA DE ALMEIDA,Privada com fins lucrativos,1204381,26,2.209982847,3,2018
1,ADMINISTRAÇÃO,5403,CENTRO UNIVERSITÁRIO OPET,Privada com fins lucrativos,1204384,4,3.940086292,4,2018
22,CIÊNCIAS CONTÁBEIS,5403,CENTRO UNIVERSITÁRIO OPET,Privada com fins lucrativos,1204385,7,3.1113506,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,5403,CENTRO UNIVERSITÁRIO OPET,Privada com fins lucrativos,1204386,7,3.243982968,4,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,1294,Centro Universitário das Américas,Privada com fins lucrativos,1204393,75,2.302605805,3,2018
84,TECNOLOGIA EM MARKETING,1294,Centro Universitário das Américas,Privada com fins lucrativos,1204394,48,2.06768103,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,1294,Centro Universitário das Américas,Privada com fins lucrativos,1204395,14,1.040852784,2,2018
105,TECNOLOGIA EM GESTÃO DA QUALIDADE,4277,FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS,Privada com fins lucrativos,1204407,17,1.872120102,2,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1310,FACULDADE DE AMERICANA,Privada sem fins lucrativos,1204409,30,2.629661339,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,2147,Centro Universitário CEUNI - FAMETRO,Privada com fins lucrativos,1204411,65,2.136985794,3,2018
94,TECNOLOGIA EM LOGÍSTICA,11563,FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL,Privada com fins lucrativos,1204419,4,3.941724795,4,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,11563,FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL,Privada com fins lucrativos,1204420,3,3.10349518,4,2018
88,TECNOLOGIA EM GASTRONOMIA,1716,Centro Universitário União das Américas,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204454,7,3.904265805,4,2018
22,CIÊNCIAS CONTÁBEIS,3515,FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204456,14,2.021851321,3,2018
94,TECNOLOGIA EM LOGÍSTICA,3515,FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1204463,2,0.577608302,1,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,1237,FACULDADE NOSSA SENHORA APARECIDA,Privada sem fins lucrativos,1204466,23,2.121693312,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1237,FACULDADE NOSSA SENHORA APARECIDA,Privada sem fins lucrativos,1204467,49,2.611527971,3,2018
22,CIÊNCIAS CONTÁBEIS,137,UNIVERSIDADE DO SAGRADO CORAÇÃO,Privada sem fins lucrativos,1204487,15,2.763976915,3,2018
102,TECNOLOGIA EM COMÉRCIO EXTERIOR,3323,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS,Privada com fins lucrativos,1204513,3,1.208606333,2,2018
22,CIÊNCIAS CONTÁBEIS,14028,Faculdade UNA de Betim,Privada com fins lucrativos,1204564,45,2.918477765,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,14028,Faculdade UNA de Betim,Privada com fins lucrativos,1204568,16,3.180414989,4,2018
94,TECNOLOGIA EM LOGÍSTICA,1535,Faculdade de Pinhais,Privada sem fins lucrativos,1204612,18,2.062172061,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1457,Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN,Privada com fins lucrativos,1204636,44,1.959596922,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,491,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DON DOMÊNICO,Privada sem fins lucrativos,1204644,30,1.838896137,2,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,83,UNIVERSIDADE DO VALE DO ITAJAÍ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1204663,84,2.902456028,3,2018
94,TECNOLOGIA EM LOGÍSTICA,14028,Faculdade UNA de Betim,Privada com fins lucrativos,1204688,18,4.178088034,5,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,83,UNIVERSIDADE DO VALE DO ITAJAÍ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1204694,46,3.137293468,4,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,2964,FACULDADE PROJEÇÃO DO GUARÁ,Privada sem fins lucrativos,1204706,12,1.590629949,2,2018
22,CIÊNCIAS CONTÁBEIS,1414,CENTRO UNIVERSITÁRIO SÃO LUCAS,Privada com fins lucrativos,1204819,30,2.633404868,3,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,626,CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO,Privada sem fins lucrativos,1204821,6,2.297457538,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1615,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,Privada sem fins lucrativos,1204825,6,3.034007156,4,2018
22,CIÊNCIAS CONTÁBEIS,1107,Centro Universitário Estácio do Ceará,Privada com fins lucrativos,1204845,383,2.360815625,3,2018
38,SERVIÇO SOCIAL,2271,FACULDADE PITÁGORAS DE IPATINGA,Privada com fins lucrativos,1204859,0,,SC,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,2098,FACULDADE EXCELÊNCIA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,1204875,5,1.499338041,2,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2175,FACULDADE METROPOLITANA DE BLUMENAU,Privada com fins lucrativos,1204888,28,1.692105007,2,2018
22,CIÊNCIAS CONTÁBEIS,832,FACULDADE ARQUIDIOCESANA DE CURVELO,Privada sem fins lucrativos,1204894,14,2.073016017,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1538,CENTRO UNIVERSITARIO PROJEÇÃO,Privada sem fins lucrativos,1204911,17,1.17225222,2,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,1538,CENTRO UNIVERSITARIO PROJEÇÃO,Privada sem fins lucrativos,1204912,34,1.956490525,3,2018
22,CIÊNCIAS CONTÁBEIS,1507,FACULDADE PROJEÇÃO DE CEILÂNDIA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204948,47,1.77033274,2,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,2964,FACULDADE PROJEÇÃO DO GUARÁ,Privada sem fins lucrativos,1204949,9,2.125530393,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,1661,Faculdade Projeção de Sobradinho,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204950,26,1.796358538,2,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,1661,Faculdade Projeção de Sobradinho,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1204951,31,1.817538713,2,2018
1,ADMINISTRAÇÃO,1709,Centro Universitário Tiradentes de Pernambuco,Privada com fins lucrativos,1204958,74,2.173786857,3,2018
22,CIÊNCIAS CONTÁBEIS,4094,Faculdade Estácio da Paraíba,Privada com fins lucrativos,1204971,18,2.057950634,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,449,UNIVERSIDADE LUTERANA DO BRASIL,Privada com fins lucrativos,1204982,83,2.366764806,3,2018
38,SERVIÇO SOCIAL,1363,FACULDADE VISCONDE DE CAIRÚ,Privada sem fins lucrativos,1204988,60,1.376322912,2,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,5387,FACULDADE IMPACTA DE TECNOLOGIA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1205003,10,2.139748692,3,2018
102,TECNOLOGIA EM COMÉRCIO EXTERIOR,374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,Privada com fins lucrativos,1205010,0,,SC,2018
84,TECNOLOGIA EM MARKETING,1310,FACULDADE DE AMERICANA,Privada sem fins lucrativos,1205070,25,2.473308576,3,2018
38,SERVIÇO SOCIAL,3515,FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1205083,13,1.965547321,3,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,3515,FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1205085,22,0.800492366,1,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,4096,FACULDADE DE TECNOLOGIA FTEC,Privada com fins lucrativos,1205108,7,3.004992313,4,2018
94,TECNOLOGIA EM LOGÍSTICA,1196,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,Privada com fins lucrativos,1205174,81,2.889330303,3,2018
94,TECNOLOGIA EM LOGÍSTICA,1160,FACULDADE CAMBURY,Privada com fins lucrativos,1205189,17,1.251185789,2,2018
1,ADMINISTRAÇÃO,3716,FACULDADE CIÊNCIAS DA VIDA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1205195,23,3.369493078,4,2018
22,CIÊNCIAS CONTÁBEIS,1422,CENTRO UNIVERSITÁRIO DO NORTE,Privada com fins lucrativos,1205225,69,1.327160276,2,2018
86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,3746,FACULDADE PAULISTA DE PESQUISA E ENSINO SUPERIOR,Privada com fins lucrativos,1205243,5,2.230131283,3,2018
1,ADMINISTRAÇÃO,4094,Faculdade Estácio da Paraíba,Privada com fins lucrativos,1205289,20,1.54713511,2,2018
104,TECNOLOGIA EM DESIGN GRÁFICO,1310,FACULDADE DE AMERICANA,Privada sem fins lucrativos,1205305,14,2.467057719,3,2018
84,TECNOLOGIA EM MARKETING,3388,FACULDADE PARAÍSO DO CEARÁ,Privada com fins lucrativos,1205336,10,3.686554463,4,2018
94,TECNOLOGIA EM LOGÍSTICA,4094,Faculdade Estácio da Paraíba,Privada com fins lucrativos,1205370,2,0.201228686,1,2018
1,ADMINISTRAÇÃO,4823,FACULDADE DE TECNOLOGIA EVOLUÇÃO,Privada com fins lucrativos,1205393,5,1.771635336,2,2018
22,CIÊNCIAS CONTÁBEIS,1530,Faculdade CNEC Joinville,Privada sem fins lucrativos,1205405,24,2.175163816,3,2018
22,CIÊNCIAS CONTÁBEIS,2334,FACULDADE CNEC RIO DAS OSTRAS,Privada sem fins lucrativos,1205410,8,2.237948427,3,2018
93,TECNOLOGIA EM GESTÃO COMERCIAL,1363,FACULDADE VISCONDE DE CAIRÚ,Privada sem fins lucrativos,1205425,10,2.66330412,3,2018
22,CIÊNCIAS CONTÁBEIS,1173,FACULDADE ANHANGUERA DE BRASÍLIA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1205450,9,3.335431528,4,2018
94,TECNOLOGIA EM LOGÍSTICA,718,UNIVERSIDADE POTIGUAR,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1205462,24,2.009562895,3,2018
106,TECNOLOGIA EM GESTÃO PÚBLICA,718,UNIVERSIDADE POTIGUAR,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1205467,19,2.734225877,3,2018
85,TECNOLOGIA EM PROCESSOS GERENCIAIS,718,UNIVERSIDADE POTIGUAR,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1205469,4,3.487810403,4,2018
38,SERVIÇO SOCIAL,2950,Centro Universitário FADERGS,Privada com fins lucrativos,1205472,18,3.136816152,4,2018
94,TECNOLOGIA EM LOGÍSTICA,1598,FACULDADE UNA DE UBERLÂNDIA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1205494,12,3.578077921,4,2018
